machine_id,timestamp,cycle_time,temperature,vibration,downtime,reason
M3,2025-08-01 08:00:00,32.483570765056164,68.61735698828815,0.06295377076201385,0,None
M2,2025-08-01 08:01:00,37.61514928204013,72.79041292200138,0.07021030569613053,0,None
M2,2025-08-01 08:02:00,27.65262807032524,75.42560043585965,0.04073164614375076,0,None
M2,2025-08-01 08:03:00,27.671351232148716,43.874509873063985,0.06900739364793806,0,None
M3,2025-08-01 08:04:00,24.93584439832788,73.14247332595274,0.03183951848957578,0,None
M1,2025-08-01 08:05:00,22.938481493323543,63.70525039075749,0.061954409338252164,0,None
M3,2025-08-01 08:06:00,27.278086377374088,71.10922589709867,0.026980128451553946,0,None
M3,2025-08-01 08:07:00,31.87849009172836,63.99746149894088,0.06894879642093278,0,None
M3,2025-08-01 08:08:00,26.991466938853016,88.52278184508938,0.04973005550524132,0,None
M2,2025-08-01 08:09:00,24.711445355220498,67.70549546168043,0.05778697826512247,0,None
M1,2025-08-01 08:10:00,31.044317975023777,50.403298761202244,0.02343627902203139,1,None
M2,2025-08-01 08:11:00,30.984306179345616,72.18638316053863,0.06763522077897222,1,Lubrication Issue
M3,2025-08-01 08:12:00,29.421758588058797,66.98896304410711,0.020429560192651453,0,None
M2,2025-08-01 08:13:00,26.400778958026457,56.53321902638654,0.03238817467905787,0,None
M3,2025-08-01 08:14:00,31.620419846973974,66.14917719583684,0.03646155999388083,0,None
M1,2025-08-01 08:15:00,33.058381444204336,75.8212279471304,0.06775496919186715,0,None
M1,2025-08-01 08:16:00,25.803912383886807,66.90787624148786,0.05662526862807128,0,None
M3,2025-08-01 08:17:00,34.877725635611796,68.22267878729345,0.041792333826273995,0,None
M1,2025-08-01 08:18:00,34.06262911197099,83.56240028570824,0.04855979756839333,0,None
M3,2025-08-01 08:19:00,35.01766448946012,79.72963533755788,0.06591190927791885,0,None
M3,2025-08-01 08:20:00,29.820869804450243,85.64643655814007,-0.0023949020817948877,0,None
M2,2025-08-01 08:21:00,34.10951252187612,55.81249541408597,0.07084983234678842,0,None
M1,2025-08-01 08:22:00,28.90164056081244,73.57112571511746,0.07955788089483032,0,None
M3,2025-08-01 08:23:00,27.40864890863176,67.87838578288374,0.041462624119205545,0,None
M2,2025-08-01 08:24:00,34.57701058851037,73.28751109659684,0.03940479592465923,0,None
M3,2025-08-01 08:25:00,32.56633716556678,83.71862133549777,0.05351106587909665,0,None
M1,2025-08-01 08:26:00,26.489734530613237,66.72337853402232,0.04215783693735685,0,None
M1,2025-08-01 08:27:00,22.682425259339407,43.4482395243653,0.056910358877775326,0,None
M3,2025-08-01 08:28:00,28.286427417366152,61.97722730778381,0.04677428576667982,0,None
M1,2025-08-01 08:29:00,32.02025428407269,60.56943191532738,0.07807917477318588,1,Bearing Fault
M3,2025-08-01 08:30:00,20.406143923504793,69.73486124550783,0.05120460419882053,0,None
M3,2025-08-01 08:31:00,42.316210562426434,74.77754099433527,0.044819427105222194,0,None
M3,2025-08-01 08:32:00,29.826441151473784,58.31321962380468,0.07285645629030041,0,None
M3,2025-08-01 08:33:00,33.75966516343387,61.98172156650306,0.07768031437865357,0,None
M3,2025-08-01 08:34:00,32.93428546900135,91.90455625809979,0.030189273497386235,0,None
M3,2025-08-01 08:35:00,27.16851135198614,87.06604953678462,0.06747178831270759,0,None
M1,2025-08-01 08:36:00,22.246682844669337,70.68562974806028,0.028753925725477903,0,None
